"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"1","Jordan Addison (MIN)","7","10","123","17.6","60","2","2","0","0","0","0","1","24.3","24.3","88.3%"
"2","A.J. Brown (PHI)","10","15","137","13.7","42","2","1","0","0","0","0","1","19.7","19.7","99.9%"
"3","Josh Downs (IND)","5","6","125","25.0","59","3","1","0","0","0","0","1","18.5","18.5","26.8%"
"4","Puka Nacua (LAR)","8","12","154","19.3","36","5","0","0","0","0","0","1","15.4","15.4","96.9%"
"5","Tyreek Hill (MIA)","11","15","88","8.0","27","1","1","0","0","0","0","1","14.8","14.8","100.0%"
"6","Marquez Valdes-Scantling (BUF)","3","5","84","28.0","46","2","1","0","0","0","0","1","14.4","14.4","1.2%"
"7","Michael Pittman Jr. (IND)","2","5","83","41.5","75","1","1","0","0","0","0","1","14.3","14.3","97.1%"
"8","Mike Evans (TB)","6","8","82","13.7","40","1","1","0","0","0","0","1","14.2","14.2","98.1%"
"9","Courtland Sutton (DEN)","6","6","76","12.7","33","1","1","0","0","0","0","1","13.6","13.6","83.0%"
"10","Joshua Palmer (LAC)","5","7","133","26.6","60","3","0","0","0","0","0","1","13.3","13.3","24.5%"
"11","Christian Kirk (JAC)","6","6","90","15.0","44","1","1","0","0","0","1","1","13.0","13.0","70.8%"
"12","Jaxon Smith-Njigba (SEA)","4","7","63","15.8","28","1","1","0","0","0","0","1","12.3","12.3","76.0%"
"13","Jake Bobo (SEA)","4","5","61","15.3","31","1","1","0","0","0","0","1","12.1","12.1","0.3%"
"14","Rashee Rice (KC)","5","6","60","12.0","37","1","1","0","0","0","0","1","12.0","12.0","88.9%"
"15","Stefon Diggs (HOU)","6","12","58","9.7","25","1","1","0","0","0","0","1","11.8","11.8","99.7%"
"16","Jakobi Meyers (LV)","7","13","50","7.1","15","0","1","0","0","0","0","1","11.0","11.0","73.3%"
"17","George Pickens (PIT)","5","8","107","21.4","31","3","0","0","0","0","0","1","10.7","10.7","87.2%"
"18","Kendrick Bourne (NE)","6","7","63","10.5","33","1","1","0","0","0","1","1","10.3","10.3","4.2%"
"19","Michael Thomas (FA)","3","7","42","14.0","17","0","1","0","0","0","0","1","10.2","10.2","17.0%"
"20","Amon-Ra St. Brown (DET)","13","19","102","7.8","15","0","0","0","0","0","0","1","10.2","10.2","100.0%"
"21","Tutu Atwell (LAR)","1","2","31","31.0","31","1","1","0","0","0","0","1","9.1","9.1","9.3%"
"22","Terry McLaurin (WAS)","6","9","90","15.0","31","2","0","0","0","0","0","1","9.0","9.0","90.3%"
"23","Romeo Doubs (GB)","2","5","30","15.0","16","0","1","0","0","0","0","1","9.0","9.0","44.3%"
"24","Jayden Reed (GB)","3","4","21","7.0","12","0","1","0","0","0","0","1","8.1","8.1","77.3%"
"25","Diontae Johnson (CAR)","5","6","79","15.8","39","1","0","0","0","0","0","1","7.9","7.9","83.2%"
"26","Zay Flowers (BAL)","4","6","75","18.8","46","2","0","0","0","0","0","1","7.5","7.5","91.9%"
"27","Jalin Hyatt (NYG)","2","5","75","37.5","42","2","0","0","0","0","0","1","7.5","7.5","3.4%"
"28","DeMario Douglas (NE)","4","6","54","13.5","19","0","0","1","20","0","0","1","7.4","7.4","23.0%"
"29","Nelson Agholor (BAL)","1","1","12","12.0","12","0","1","0","0","0","0","1","7.2","7.2","0.8%"
"30","Brandon Powell (MIN)","4","5","64","16.0","27","1","0","1","5","0","0","1","6.9","6.9","0.7%"
"31","Chris Godwin (TB)","6","12","66","11.0","33","1","0","0","0","0","0","1","6.6","6.6","90.3%"
"32","Jerry Jeudy (CLE)","5","5","64","12.8","18","0","0","0","0","0","0","1","6.4","6.4","63.3%"
"33","Jaylen Waddle (MIA)","6","6","63","10.5","16","0","0","0","0","0","0","1","6.3","6.3","96.3%"
"34","Elijah Moore (CLE)","4","7","59","14.8","30","1","0","0","0","0","0","1","5.9","5.9","23.1%"
"35","Chris Olave (NO)","7","15","57","8.1","14","0","0","0","0","0","0","1","5.7","5.7","98.8%"
"36","Davante Adams (LV)","7","12","57","8.1","15","0","0","0","0","0","0","1","5.7","5.7","99.9%"
"37","Brandon Aiyuk (SF)","5","6","57","11.4","25","1","0","0","0","0","0","1","5.7","5.7","98.2%"
"38","Keenan Allen (CHI)","4","9","55","13.8","26","1","0","0","0","0","0","1","5.5","5.5","91.0%"
"39","Drake London (ATL)","6","7","54","9.0","15","0","0","0","0","0","0","1","5.4","5.4","93.1%"
"40","Jauan Jennings (SF)","5","9","54","10.8","18","0","0","0","0","0","0","1","5.4","5.4","0.6%"
"41","DJ Moore (CHI)","8","9","54","6.8","15","0","0","0","0","0","0","1","5.4","5.4","97.6%"
"42","Alec Pierce (IND)","3","3","53","17.7","32","1","0","0","0","0","0","1","5.3","5.3","2.3%"
"43","Odell Beckham Jr. (MIA)","5","7","49","9.8","20","1","0","0","0","0","0","1","4.9","4.9","32.9%"
"44","DeVonta Smith (PHI)","4","5","49","12.3","25","1","0","0","0","0","0","1","4.9","4.9","98.0%"
"45","Cooper Kupp (LAR)","2","7","29","14.5","24","1","0","0","0","0","0","1","4.9","4.9","98.0%"
"46","Hollywood Brown (KC)","3","7","49","16.3","21","1","0","0","0","0","0","1","4.9","4.9","79.0%"
"47","Cedrick Wilson Jr. (NO)","2","3","48","24.0","29","1","0","0","0","0","0","1","4.8","4.8","1.1%"
"48","K.J. Osborn (NE)","5","6","47","9.4","18","0","0","0","0","0","0","1","4.7","4.7","15.3%"
"49","Scotty Miller (PIT)","1","1","46","46.0","46","1","0","0","0","0","0","1","4.6","4.6","0.1%"
"50","Josh Reynolds (DEN)","2","3","43","21.5","22","2","0","0","0","0","0","1","4.3","4.3","7.3%"
"51","Jahan Dotson (WAS)","5","8","43","8.6","10","0","0","0","0","0","0","1","4.3","4.3","31.0%"
"52","Tyler Lockett (SEA)","4","5","38","9.5","15","0","0","0","0","0","0","1","3.8","3.8","88.4%"
"53","Rashod Bateman (BAL)","2","3","36","18.0","20","1","0","0","0","0","0","1","3.6","3.6","9.5%"
"54","Khalil Shakir (BUF)","4","4","35","8.8","13","0","0","0","0","0","0","1","3.5","3.5","13.3%"
"55","Jamal Agnew (FA)","4","6","36","9.0","14","0","0","1","-1","0","0","1","3.5","3.5","1.0%"
"56","Darnell Mooney (ATL)","4","5","32","8.0","11","0","0","1","2","0","0","1","3.4","3.4","37.7%"
"57","Tyler Scott (CHI)","2","3","19","9.5","13","0","0","2","14","0","0","1","3.3","3.3","0.2%"
"58","Rashid Shaheed (NO)","4","8","28","7.0","12","0","0","1","4","0","0","1","3.2","3.2","50.9%"
"59","Christian Watson (GB)","3","5","27","9.0","23","1","0","0","0","0","0","1","2.7","2.7","74.8%"
"60","Michael Wilson (ARI)","3","5","26","8.7","11","0","0","0","0","0","0","1","2.6","2.6","6.3%"
"61","Rondale Moore (ATL)","2","4","2","1.0","4","0","0","4","24","0","0","1","2.6","2.6","5.2%"
"62","Curtis Samuel (BUF)","4","8","25","6.3","18","0","0","0","0","0","0","1","2.5","2.5","51.0%"
"63","Derius Davis (LAC)","1","2","10","10.0","10","0","0","3","14","0","0","1","2.4","2.4","0.3%"
"64","Dontayvion Wicks (GB)","1","1","17","17.0","17","0","0","1","1","0","0","1","2.4","2.4","7.1%"
"65","Marquise Goodwin (FA)","1","2","6","6.0","6","0","0","1","17","0","0","1","2.3","2.3","0.0%"
"66","Darius Slayton (NYG)","1","2","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","2.6%"
"67","Amari Cooper (CLE)","2","8","22","11.0","13","0","0","0","0","0","0","1","2.2","2.2","91.6%"
"68","Donovan Peoples-Jones (DET)","2","3","22","11.0","17","0","0","0","0","0","0","1","2.2","2.2","1.7%"
"69","Wan'Dale Robinson (NYG)","1","2","22","22.0","22","1","0","0","0","0","0","1","2.2","2.2","8.5%"
"70","Kalif Raymond (DET)","2","2","20","10.0","11","0","0","0","0","0","0","1","2.0","2.0","1.3%"
"71","Ray-Ray McCloud III (ATL)","2","3","20","10.0","11","0","0","0","0","0","0","1","2.0","2.0","0.6%"
"72","Quentin Johnston (LAC)","1","2","20","20.0","20","1","0","0","0","0","0","1","2.0","2.0","17.0%"
"73","KhaDarel Hodge (ATL)","1","1","19","19.0","19","0","0","0","0","0","0","1","1.9","1.9","0.1%"
"74","Tre Tucker (LV)","2","3","16","8.0","12","0","0","1","2","0","0","1","1.8","1.8","0.6%"
"75","Tim Jones (JAC)","2","2","17","8.5","13","0","0","0","0","0","0","1","1.7","1.7","0.0%"
"76","Byron Pringle (FA)","1","1","16","16.0","16","0","0","0","0","0","0","1","1.6","1.6","0.0%"
"77","Skyy Moore (KC)","2","3","15","7.5","11","0","0","0","0","0","0","1","1.5","1.5","6.4%"
"78","Hunter Renfrow (FA)","2","3","14","7.0","9","0","0","0","0","0","0","1","1.4","1.4","0.6%"
"79","Isaiah Hodgins (NYG)","2","4","13","6.5","8","0","0","0","0","0","0","1","1.3","1.3","0.6%"
"80","Kadarius Toney (KC)","1","1","13","13.0","13","0","0","0","0","0","0","1","1.3","1.3","5.9%"
"81","Jalen Reagor (NE)","1","1","11","11.0","11","0","0","0","0","0","0","1","1.1","1.1","0.1%"
"82","Deonte Harty (BAL)","1","1","10","10.0","10","0","0","0","0","0","0","1","1.0","1.0","0.1%"
"83","DeVante Parker (FA)","1","1","8","8.0","8","0","0","0","0","0","0","1","0.8","0.8","1.7%"
"84","Allen Robinson II (NYG)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.6%"
"85","Trishton Jackson (MIN)","1","1","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","0.0%"
"86","Isaiah McKenzie (NYG)","0","0","0","0","0","0","0","1","7","0","0","1","0.7","0.7","0.1%"
"87","Braxton Berrios (MIA)","1","2","7","7.0","7","0","0","0","0","0","0","1","0.7","0.7","1.2%"
"88","Mecole Hardman Jr. (KC)","1","3","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","1.2%"
"89","Gabe Davis (JAC)","1","5","6","6.0","6","0","0","0","0","0","0","1","0.6","0.6","53.0%"
"90","Calvin Ridley (TEN)","1","4","5","5.0","5","0","0","1","0","0","0","1","0.5","0.5","95.0%"
"91","Trent Sherfield Sr. (MIN)","1","1","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","0.1%"
"92","Trey Palmer (TB)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.5%"
"93","Van Jefferson (PIT)","1","2","5","5.0","5","0","0","0","0","0","0","1","0.5","0.5","1.3%"
"94","Julio Jones (FA)","1","1","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.6%"
"95","Samori Toure (GB)","1","2","3","3.0","3","0","0","0","0","0","0","1","0.3","0.3","0.0%"
"96","Tyquan Thornton (NE)","1","1","2","2.0","2","0","0","0","0","0","0","1","0.2","0.2","0.1%"
"97","Calvin Austin III (PIT)","0","0","0","0","0","0","0","1","1","0","0","1","0.1","0.1","0.8%"
"98","Chris Blair (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"99","Dee Eskridge (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"100","Jaelon Darden (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"101","Austin Watkins Jr. (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"102","Dax Milne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"103","Cornell Powell (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"104","Hakeem Butler (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"105","D.J. Montgomery (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"106","Steven Sims Jr. (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"107","Jalen Guyton (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1.1%"
"108","Tom Kennedy (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"109","Olamide Zaccheaus (WAS)","0","1","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"110","Malik Taylor (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"111","Collin Johnson (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"112","Alex Bachman (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"113","Nsimba Webster (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"114","Tee Higgins (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.1%"
"115","Quintez Cephus (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"116","James Proche II (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"117","Denzel Mims (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"118","Devin Duvernay (JAC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.2%"
"119","KJ Hamler (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"120","Justin Jefferson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"121","Laviska Shenault Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"122","Gunner Olszewski (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"123","CeeDee Lamb (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","100.0%"
"124","Marcus Simms (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"125","Keelan Doss (LV)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"126","Cody Thompson (TB)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"127","KaVontae Turpin (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"128","Davion Davis (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"129","Parris Campbell (PHI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"130","Andy Isabella (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"131","David Sills (DEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"132","Greg Dortch (ARI)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","4.3%"
"133","Trenton Irwin (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.6%"
"134","Jeff Smith (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"135","Tyron Billy-Johnson (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"136","Quinton Bell (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"137","Lil'Jordan Humphrey (DEN)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"138","Chase Claypool (BUF)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.7%"
"139","Stanley Morgan Jr. (NO)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"140","Tyler Johnson (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"141","Juwann Winfree (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"142","Miles Boykin (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"143","Ashton Dulin (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"144","Nico Collins (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","95.6%"
"145","Anthony Schwartz (MIA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"146","Andre Baccellia (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"147","Dan Chisena (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"148","Dez Fitzpatrick (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"149","Dyami Brown (WAS)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"150","Ihmir Smith-Marsette (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"151","Seth Williams (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"152","Deebo Samuel Sr. (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.7%"
"153","Mason Kinsey (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"154","Ja'Marr Chase (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99.4%"
"155","Nick Westbrook-Ikhine (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"156","Cody White (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"157","Freddie Swain (CHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"158","Quez Watkins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"159","Lawrence Cager (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"160","Tylan Wallace (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"161","Lynn Bowden Jr. (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"162","Easop Winston Jr. (SEA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"163","Marquez Callaway (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"164","Austin Mack (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"165","Tyrie Cleveland (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"166","Justyn Ross (KC)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"167","Scotty Washington (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"168","Jaylon Moore (JAC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"169","Kristian Wilkerson (LV)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"170","Ben Skowronek (HOU)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.1%"
"171","Nikko Remigio (KC)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"172","Zavier Scott (IND)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"173","Jason Brownlee (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"174","Xavier Gipson (NYJ)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.7%"
"175","Ty Scott (SEA)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"176","Daewood Davis (CAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"177","Daniel Arias (ARI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"178","Shedrick Jackson (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"179","Duece Watts (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"180","Malik Heath (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"181","Griffin Hebert (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"182","Isaiah Winstead (FA)","0","0","0","0","0","0","0","0","0","0","0","1","0.0","0.0","0.0%"
"183","Tyrell Shavers (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"184","Sean Ryan (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"185","Xavier Smith (LAR)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"186","Devontez Walker (BAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"187","Keon Coleman (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","81.1%"
"188","Bryan Thompson (BUF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"189","Ryan Miller (TB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"190","Tre'Shaun Harrison (TEN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"191","Dylan Drummond (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"192","David Durden (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"193","John Stephens Jr. (DAL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"194","Lucky Jackson (MIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"195","Brycen Tremayne (WAS)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"196","Andrei Iosivas (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.4%"
"197","Cedric Tillman (CLE)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.8%"
"198","Jacob Cowing (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.3%"
"199","Johnny Wilson (PHI)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.2%"
"200","Xavier Hutchinson (HOU)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"201","Charlie Jones (CIN)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.1%"
"202","Daylen Baldwin (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"203","Jalen Wayne (GB)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"204","Bryce Ford-Wheaton (NYG)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"205","Jaray Jenkins (PIT)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"206","Josh Ali (ATL)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
"207","Maurice Alexander (DET)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
